"TLD","TLDLength","NoOfSubDomain","NoOfAmpersandInURL","LineOfCode","HasTitle","HasFavicon","Robots","NoOfSelfRedirect","NoOfPopup","NoOfiFrame","HasExternalFormSubmit","HasPasswordField","Bank","Pay","Crypto","NoOfImage","NoOfCSS","NoOfJS","label"
96,3,1,0,1486,1,1,1,0,1,0,0,1,0,0,0,19,12,17,1
82,2,1,0,20,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
258,3,1,0,1322,1,0,1,0,0,1,0,0,0,0,0,29,31,24,1
242,3,1,0,689,1,1,0,0,0,0,0,0,1,0,1,8,0,0,1
345,2,2,0,763,1,1,1,0,0,2,0,0,0,0,0,8,6,16,1
345,2,2,0,653,1,0,1,0,0,2,0,0,1,1,0,39,6,3,1
96,3,1,0,217,1,1,0,0,1,0,0,0,0,0,0,19,3,6,1
242,3,1,0,374,1,0,0,0,0,1,0,0,0,0,0,16,12,22,1
96,3,1,0,1411,1,1,0,0,0,4,0,0,0,0,0,58,3,7,1
345,2,2,0,1409,1,1,1,0,0,0,0,0,0,0,0,67,1,5,1
96,3,1,0,622,1,1,1,0,0,2,0,0,0,0,0,20,8,25,1
96,3,1,0,366,1,0,0,0,0,0,0,0,0,0,1,1,2,4,1
96,3,1,0,299,1,0,0,0,1,0,0,0,0,1,0,18,1,5,1
94,2,2,0,198,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,95,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
45,3,2,0,9,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
96,3,1,0,1159,1,0,1,0,1,1,1,1,0,0,0,16,17,17,1
96,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,4,1,0,727,1,1,1,0,0,0,0,0,0,0,0,33,42,3,1
96,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,2,1,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,947,1,1,0,0,0,0,0,0,0,0,0,14,0,0,1
258,3,1,0,457,1,0,1,0,0,0,0,0,0,0,0,4,7,9,1
75,2,1,0,2638,1,1,0,0,0,19,0,1,1,1,0,21,15,42,1
96,3,2,0,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,2,2,0,2741,1,1,0,0,0,15,0,0,0,0,0,70,74,39,1
351,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,5291,1,1,1,0,0,1,0,1,0,1,0,87,12,30,1
96,3,0,0,44,1,1,0,0,0,1,0,0,1,0,0,1,2,0,0
96,3,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,2,2,0,436,1,1,0,0,0,1,0,0,0,0,0,23,5,9,1
258,3,1,0,1139,1,0,1,0,0,2,0,0,0,0,0,15,13,18,1
96,3,1,0,2114,1,0,1,0,0,0,0,1,0,1,0,38,21,40,1
171,2,1,0,884,1,1,1,0,0,4,0,0,0,1,0,19,15,23,1
96,3,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
296,2,1,0,840,1,1,0,0,0,1,0,0,0,0,0,24,9,12,1
258,3,1,0,2919,1,0,0,0,31,1,0,0,0,1,0,82,41,49,1
242,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,242,1,1,0,0,0,0,0,0,0,1,0,4,2,4,1
96,3,1,0,1540,1,0,0,0,0,4,0,1,0,1,0,21,15,14,1
176,4,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
96,3,1,0,3779,1,0,1,0,0,4,1,1,0,1,0,26,14,63,1
96,3,1,0,1485,1,1,0,0,0,3,0,1,0,1,0,51,12,18,1
94,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,3733,1,1,1,0,0,5,0,0,0,1,0,18,13,32,1
45,3,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
96,3,1,0,2991,1,1,1,0,0,2,1,0,0,1,0,62,44,8,1
128,2,1,0,1003,1,1,1,0,1,2,0,0,0,0,0,4,15,39,1
175,2,1,0,13031,1,0,1,0,0,0,0,0,0,1,0,66,42,21,1
96,3,1,0,760,1,0,1,0,0,3,0,0,1,1,0,23,4,2,1
96,3,1,0,2928,1,1,1,0,0,19,0,1,1,1,0,187,5,19,1
45,3,1,0,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,1771,1,1,0,0,0,19,0,1,1,1,0,32,9,38,1
45,3,1,0,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
290,2,2,0,177,1,0,1,0,0,1,0,0,0,0,0,2,0,0,0
287,2,1,0,13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
130,2,1,0,13815,1,1,0,0,0,18,0,0,0,1,1,99,2,27,1
113,3,1,0,405,1,0,0,0,0,0,0,1,0,1,0,7,0,1,0
96,3,1,0,1126,1,0,1,0,0,0,0,0,0,0,0,27,20,20,1
96,3,1,0,720,1,0,1,0,0,0,0,0,0,0,0,18,11,16,1
96,3,1,0,1070,1,0,0,0,0,3,0,0,0,0,0,40,6,6,1
302,4,1,0,13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,704,1,0,0,0,0,0,0,0,0,0,0,5,1,6,1
96,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,4,1,0,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,2,2,0,1025,1,1,0,0,0,0,0,0,0,0,0,2,3,10,1
96,3,1,0,806,1,1,0,0,0,2,0,0,0,0,0,50,11,13,1
96,3,1,0,1501,1,1,0,0,0,0,0,1,0,0,0,85,1,4,1
96,3,0,0,257,1,0,0,0,0,0,0,1,0,0,0,11,2,9,0
205,4,2,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
258,3,1,0,297,1,0,1,0,1,0,0,0,0,0,0,9,1,0,1
258,3,1,0,1242,1,1,1,0,0,3,0,0,0,0,0,17,13,7,1
96,3,1,0,1144,1,1,1,0,2,3,0,0,0,1,1,58,10,17,1
96,3,1,0,2177,1,1,1,0,0,1,0,0,0,1,0,33,2,17,1
225,2,1,0,20,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
43,2,1,0,676,1,0,0,0,0,0,0,0,1,0,0,30,11,23,1
35,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,2,1,0,2705,1,1,0,0,0,0,0,0,0,0,0,28,14,20,1
96,3,1,0,271,1,1,0,0,0,0,0,0,1,1,0,19,3,9,0
71,2,1,0,132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,1199,1,1,1,0,1,1,0,0,0,0,0,59,0,0,1
223,3,1,0,638,1,1,1,0,0,5,0,0,1,1,0,12,9,8,1
96,3,1,0,843,1,1,0,0,0,0,0,0,1,0,0,22,14,22,1
75,2,1,0,3000,1,1,1,0,0,2,1,1,0,1,0,69,5,19,1
96,3,1,0,5219,1,0,0,0,0,3,0,0,1,0,0,66,10,48,1
290,2,3,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,3494,1,1,1,0,0,0,1,0,1,1,0,37,5,12,1
161,2,2,0,3749,1,1,0,0,0,21,0,1,1,1,0,86,8,37,1
166,2,1,0,368,1,0,0,0,0,1,0,0,0,0,0,18,2,3,1
96,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,2,1,0,3340,1,1,1,0,0,4,0,1,0,0,0,36,32,46,1
364,3,1,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,1124,1,1,1,0,0,3,0,0,0,0,0,23,7,24,1
96,3,1,0,338,1,0,0,0,0,0,0,0,0,0,0,3,8,20,1
96,3,1,0,6296,1,1,0,0,0,1,1,0,0,0,0,8,1,5,1
96,3,1,0,564,1,0,1,0,1,0,1,0,0,0,0,16,12,20,1
258,3,1,0,986,1,1,0,0,0,0,0,0,0,1,0,30,1,1,1
131,7,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,2,1,0,430,1,1,0,0,0,2,0,1,1,1,0,25,5,28,1
249,2,1,0,2011,1,1,0,0,0,1,0,0,0,0,0,6,5,6,1
187,2,1,0,387,1,1,0,0,0,5,0,0,0,0,0,50,2,10,1
96,3,0,0,157,1,0,0,0,0,0,0,0,1,1,0,1,4,11,0
96,3,1,0,3495,1,0,1,0,0,1,0,0,1,0,0,84,54,55,1
270,2,1,0,879,1,0,1,0,0,0,0,0,0,0,0,31,21,50,1
96,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
96,3,1,0,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,4486,1,0,1,0,0,0,0,0,0,1,0,6,9,13,1
248,2,1,0,1114,1,0,1,0,0,5,0,0,1,0,0,17,10,25,1
94,2,2,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,1608,1,1,1,0,0,11,0,1,0,0,0,49,2,28,1
96,3,1,0,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,1014,1,1,0,0,0,0,0,0,0,0,0,16,12,8,1
345,2,2,0,1102,1,0,0,0,1,0,0,1,0,1,0,16,25,25,1
71,2,2,0,1442,1,1,0,0,0,2,0,0,0,0,0,38,2,15,1
96,3,1,0,1797,1,1,0,0,0,2,0,0,1,1,0,25,8,24,1
141,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
82,2,1,0,20,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
82,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,1280,1,0,0,0,0,2,0,0,0,0,0,54,5,19,1
96,3,1,0,150,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1
96,3,1,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,2,2,0,493,1,0,1,0,0,2,0,0,1,0,0,1,7,6,1
96,3,1,0,708,1,1,1,0,0,1,0,0,0,0,0,36,2,3,1
290,2,2,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,503,1,1,0,0,0,1,0,0,1,0,0,16,3,9,1
96,3,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,1135,1,0,1,0,0,6,0,1,0,1,0,19,19,32,1
96,3,1,0,2013,1,1,1,0,0,2,0,1,1,1,0,41,74,11,1
96,3,1,0,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0
150,3,1,0,2426,1,1,0,0,1,4,0,0,0,1,0,0,11,16,1
364,3,4,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
136,2,1,0,1931,1,1,0,0,0,1,0,0,0,0,0,25,2,2,1
96,3,0,0,116,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0
258,3,1,0,1174,1,1,0,0,0,0,0,0,1,0,0,36,5,7,1
96,3,1,0,636,1,0,1,0,0,0,0,0,1,0,0,41,4,6,1
228,4,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,2,1,0,2757,1,0,1,0,0,0,0,0,0,0,0,131,5,30,1
96,3,1,0,882,1,0,1,0,0,0,0,0,0,1,0,42,4,6,1
242,3,1,0,304,1,0,0,0,0,0,0,0,0,0,0,5,1,1,1
96,3,1,0,1191,1,0,0,0,0,0,0,0,0,1,0,45,5,3,1
258,3,1,0,14948,1,1,0,0,0,3,0,0,0,0,0,37,6,16,1
345,2,2,0,785,1,1,0,0,0,2,0,0,0,0,0,19,33,17,1
96,3,1,0,3423,1,0,0,0,0,0,0,0,0,1,0,34,1,10,1
112,2,1,0,608,1,1,0,0,0,0,0,0,0,0,0,12,3,6,1
364,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,2,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,2,1,0,2771,1,1,1,0,0,2,1,0,1,1,0,16,1,4,1
364,3,1,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,2,1,0,1376,1,0,1,0,0,2,0,0,1,0,0,27,32,40,1
96,3,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
96,3,1,0,1751,1,0,1,0,7,1,0,0,0,1,0,105,13,30,1
141,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
96,3,1,0,44,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
290,2,1,0,106,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
187,2,2,0,457,1,1,0,0,0,0,0,0,0,0,0,6,5,6,1
96,3,1,0,348,1,1,0,0,0,2,0,0,0,1,0,18,2,16,1
88,2,0,0,64,1,0,0,0,0,0,0,0,0,0,0,0,3,6,0
96,3,1,0,1517,1,1,0,0,0,0,1,0,0,0,0,56,9,24,1
96,3,1,0,35,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
96,3,1,0,7518,1,0,1,0,1,15,0,0,0,1,1,6,29,15,1
185,2,2,0,549,1,1,0,0,0,1,0,0,0,1,0,10,27,31,1
290,2,1,0,932,1,1,0,0,0,3,0,0,0,0,0,3,4,9,1
96,3,1,0,7602,1,1,0,0,2,6,0,1,0,0,0,87,38,32,1
345,2,2,0,992,1,1,1,0,0,0,0,0,1,0,0,20,8,14,1
96,3,1,0,1911,1,1,0,0,0,0,0,0,0,0,0,120,5,8,1
83,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,2,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,4196,1,1,0,0,0,20,0,1,1,1,0,90,8,46,1
335,3,3,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,2,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,3,1,0,1488,1,0,0,0,0,1,0,0,0,0,0,60,41,51,1
180,2,1,0,4750,1,0,1,0,0,0,0,0,0,0,0,69,15,22,1
96,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,2,2,0,870,1,0,1,0,0,1,0,0,1,1,0,34,7,11,1
248,2,1,0,1470,1,0,0,0,0,10,0,0,0,1,0,27,21,10,1
225,2,1,0,20,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
298,2,2,0,841,1,0,0,0,0,0,0,0,1,1,0,30,2,4,1
96,3,1,0,2,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0
96,3,2,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,4,1,0,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,1701,1,1,1,0,0,2,0,1,0,0,0,33,5,19,1
96,3,1,0,4255,1,0,1,0,3,7,0,1,0,1,0,29,15,15,1
96,3,0,0,186,1,1,1,0,0,1,0,0,0,0,0,2,0,7,0
136,2,1,0,1591,1,0,0,0,0,3,0,0,0,0,0,28,2,10,1
96,3,1,0,2571,1,1,1,0,0,4,0,0,0,1,0,74,27,40,1
96,3,1,0,1268,1,0,0,0,0,0,0,0,0,0,0,3,0,1,1
249,2,1,0,499,1,1,0,0,0,2,0,0,0,0,0,3,1,8,1
128,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2,2,0,1302,1,1,0,0,0,0,0,0,1,0,0,29,4,13,1
258,3,1,0,854,1,1,0,0,0,0,0,0,0,0,0,35,34,21,1
96,3,1,0,4023,1,1,0,0,0,26,0,0,1,1,0,29,3,22,1
176,4,1,0,677,1,0,1,0,0,0,0,0,0,0,0,11,14,12,1
277,2,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,3,1,0,888,1,0,1,0,1,2,1,0,0,0,0,23,11,23,1
96,3,1,0,496,1,1,1,0,0,1,0,0,0,1,0,10,4,67,1
290,2,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
96,3,1,0,1546,1,1,0,0,0,1,1,0,0,0,0,29,3,9,1
96,3,1,0,1404,1,0,1,0,0,2,0,0,0,0,0,33,14,30,1
302,4,1,0,271,1,0,0,0,0,0,0,0,1,1,0,19,3,9,0
96,3,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,353,1,1,0,0,0,1,0,0,0,0,0,10,8,8,1
258,3,1,0,798,1,1,1,0,0,2,0,0,0,1,0,32,5,11,1
152,2,1,0,20,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
136,2,1,0,1350,1,1,0,0,0,2,0,0,0,1,0,27,5,10,1
152,2,1,0,20,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,2888,1,1,0,0,0,3,0,0,0,1,0,44,4,19,1
96,3,1,0,1897,1,1,1,0,0,0,0,0,1,1,0,60,15,39,1
290,2,2,0,120,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
71,2,2,0,2963,1,1,1,1,0,1,1,1,0,0,0,130,22,39,1
96,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,260,1,0,0,0,0,0,0,0,0,0,0,16,3,8,1
96,3,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
242,3,1,0,233,1,0,0,0,0,0,0,0,0,0,0,2,1,2,1
258,3,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,5170,1,0,0,0,0,1,0,0,0,1,1,89,1,12,1
242,3,1,0,800,1,1,0,0,0,4,0,0,0,0,1,4,9,7,1
96,3,1,0,2323,1,0,0,0,0,2,0,0,1,1,0,20,3,23,1
96,3,1,0,30,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0
96,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,3,1,0,1144,1,1,0,0,0,0,0,0,0,0,0,64,5,7,1
187,2,2,0,1496,1,1,1,0,0,2,1,0,0,0,0,87,21,20,1
150,3,2,0,881,1,0,0,0,1,2,0,0,0,0,0,55,10,21,1
96,3,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,3,1,0,1727,1,0,0,0,0,0,0,1,0,0,0,1,1,7,1
113,3,1,0,66,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0
96,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,2,2,0,478,1,1,0,0,0,0,0,0,0,0,0,13,11,8,1
248,2,1,0,959,1,0,1,0,0,5,0,0,1,0,0,52,1,22,1
96,3,1,0,678,1,1,0,0,0,0,0,0,0,1,0,60,1,12,1
96,3,1,0,8543,1,0,0,0,0,0,0,0,0,0,0,29,4,7,1
270,2,1,0,503,1,1,0,0,0,0,0,0,1,1,0,19,14,13,1
136,2,1,0,88,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
150,3,2,0,1717,1,0,1,0,0,2,0,0,0,1,0,13,11,14,1
96,3,1,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,2,0,1191,1,1,1,0,0,1,0,1,0,0,0,115,7,10,1
258,3,1,0,1456,1,1,0,0,0,0,0,0,0,1,0,12,4,17,1
49,2,1,0,410,1,0,1,0,0,0,0,0,0,0,0,3,6,11,1
45,3,1,0,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,4906,1,1,0,0,0,24,0,1,1,1,0,445,6,34,1
217,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,871,1,0,0,0,0,3,0,0,0,0,0,24,17,22,1
96,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,2,2,0,1816,1,1,0,0,0,0,1,0,0,0,0,26,1,7,1
96,3,1,0,4527,1,1,0,0,0,28,0,0,1,1,0,148,8,29,1
96,3,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,4,1,0,3,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
258,3,1,0,336,1,0,1,0,2,0,0,0,0,0,0,1,0,4,1
49,2,1,0,348,1,1,0,0,0,0,0,0,0,1,0,20,1,6,1
96,3,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,3,1,0,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,3,1,0,6015,1,0,0,0,0,7,0,1,0,0,0,7,3,6,1
96,3,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,819,1,1,0,0,0,0,0,0,0,0,0,15,7,1,1
345,2,2,0,250,1,1,0,0,0,0,0,0,0,0,0,9,1,4,1
73,2,1,0,2626,1,1,1,0,0,2,1,0,1,1,0,2,5,29,1
96,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,192,1,0,0,0,0,0,0,1,1,0,0,6,6,2,0
180,2,1,0,1187,1,1,0,0,0,3,0,0,1,1,0,42,10,17,1
96,3,1,0,905,1,0,0,0,1,0,0,0,0,0,0,28,48,7,1
302,4,1,0,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,3,1,0,883,1,1,0,0,0,0,0,0,1,1,0,27,7,25,1
96,3,1,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,3,2,0,532,1,0,1,0,0,0,0,0,0,1,0,3,1,4,1
96,3,1,0,6723,1,0,0,0,0,19,0,1,1,1,0,36,26,41,1
112,2,1,0,1239,1,1,0,0,0,0,0,0,0,0,0,22,2,6,1
96,3,1,0,982,1,0,0,0,0,19,0,1,1,1,0,5,2,20,1
258,3,1,0,511,1,1,0,0,0,0,0,0,0,1,0,25,8,10,1
345,2,3,0,223,1,0,0,0,0,1,0,0,0,0,0,4,3,7,1
96,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,2,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
345,2,2,0,513,1,1,1,0,0,2,0,0,0,0,0,25,7,11,1
96,3,1,0,1672,1,1,1,0,0,2,0,0,1,0,0,39,29,30,1
258,3,1,0,1663,1,1,1,0,1,12,0,0,1,0,0,33,32,91,1
45,3,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,212,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
96,3,1,0,443,1,1,0,0,0,2,0,0,0,0,0,10,2,6,1
137,3,2,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,2,1,0,20,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
96,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,3715,1,0,1,0,0,2,0,1,0,1,0,26,13,18,1
96,3,1,0,366,1,0,0,0,0,0,0,0,0,1,0,0,3,4,1
76,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,3,1,0,1291,1,1,0,0,0,1,0,0,0,0,0,17,2,18,1
242,3,1,0,1241,1,1,1,0,0,0,0,0,0,0,0,55,7,9,1
96,3,1,0,4469,1,0,0,0,0,22,0,1,1,1,0,163,4,44,1
261,4,1,0,90,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0
113,3,2,0,169,1,0,0,0,0,0,0,1,0,0,0,2,1,6,0
181,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,1594,1,0,0,0,0,3,0,0,0,1,0,39,5,17,1
2,2,2,12,125,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0
96,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,2624,1,1,0,0,7,1,1,0,0,1,0,37,11,9,1
96,3,1,0,2704,1,0,0,0,6,4,0,0,0,1,0,74,21,22,1
96,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,2705,1,1,0,0,0,2,0,0,0,0,0,29,6,16,1
345,2,2,0,969,1,0,1,0,0,1,0,1,0,0,0,27,30,21,1
96,3,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,1187,1,0,0,0,0,0,0,0,0,0,0,74,2,5,1
96,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
96,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,2,2,0,707,1,0,0,0,0,2,0,0,0,0,0,26,4,13,1
170,2,2,0,13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
46,2,2,0,1296,1,0,0,0,0,3,0,0,0,0,0,94,9,9,1
175,2,1,0,1327,1,0,1,0,0,0,0,1,1,1,1,49,11,13,1
96,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
96,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,5592,1,0,0,0,0,20,1,1,1,1,0,87,13,29,1
96,3,1,0,683,1,1,1,0,0,0,0,0,0,0,0,17,4,62,1
96,3,1,0,1938,1,1,0,0,0,0,0,0,0,1,0,0,4,7,1
96,3,1,0,4864,1,1,0,0,11,2,0,1,0,0,0,29,39,45,1
258,3,1,0,325,1,0,0,0,0,3,0,0,0,1,0,9,1,1,1
354,5,1,0,6364,1,0,1,0,1,9,1,1,0,1,0,135,12,29,1
96,3,1,0,829,1,1,0,0,0,6,0,0,0,0,0,22,3,13,1
96,3,1,0,317,1,0,0,0,0,0,0,0,0,0,0,1,7,10,1
96,3,1,0,1499,1,1,1,0,0,1,1,0,0,0,1,36,20,29,1
258,3,1,0,905,1,1,0,0,0,0,0,0,0,0,0,49,2,9,1
258,3,1,0,1536,1,1,0,0,0,19,0,1,1,1,0,26,33,20,1
96,3,1,0,2018,1,1,0,0,0,1,0,0,0,0,0,39,14,30,1
96,3,1,0,3168,1,1,1,0,0,6,0,0,0,0,0,95,17,22,1
94,2,2,0,198,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,3,1,0,437,1,0,0,0,0,2,0,0,0,1,0,7,3,2,1
137,3,2,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,4,1,0,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,204,1,0,0,0,0,0,0,0,0,1,0,13,1,6,1
96,3,1,0,5683,1,1,0,0,0,0,0,0,0,1,0,32,2,19,1
96,3,1,0,11,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0
96,3,1,0,3728,1,0,0,0,0,19,0,1,1,1,0,61,3,29,1
