"FILENAME","URL","URLLength","Domain","DomainLength","IsDomainIP","TLD","URLSimilarityIndex","TLDLength","NoOfSubDomain","HasObfuscation","NoOfObfuscatedChar","ObfuscationRatio","NoOfLettersInURL","LetterRatioInURL","NoOfDegitsInURL","DegitRatioInURL","NoOfEqualsInURL","NoOfQMarkInURL","NoOfAmpersandInURL","NoOfOtherSpecialCharsInURL","SpacialCharRatioInURL","IsHTTPS","LineOfCode","HasTitle","Title","DomainTitleMatchScore","HasFavicon","Robots","IsResponsive","NoOfURLRedirect","NoOfSelfRedirect","HasDescription","NoOfPopup","NoOfiFrame","HasExternalFormSubmit","HasSocialNet","HasSubmitButton","HasHiddenFields","HasPasswordField","Bank","Pay","Crypto","HasCopyrightInfo","NoOfImage","NoOfCSS","NoOfJS","NoOfSelfRef","NoOfEmptyRef","NoOfExternalRef","label"
11278,19115,39,17071,32,0,96,100,3,1,0,0,0,26,0.667,0,0,0,0,0,1,0.026,1,1653,1,14038,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,17,12,34,3,2,9,1
20936,4426,46,19864,40,0,221,37.76870748,2,2,0,0,0,31,0.674,0,0,0,0,0,4,0.087,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19378,1408,26,5556,19,0,114,66,7,1,0,0,0,14,0.538,0,0,0,0,0,1,0.038,0,49,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
2241,13126,20,9482,13,0,78,100,4,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,610,1,5260,100,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,9,43,6,63,0,12,1
19215,3616,25,15934,19,0,258,59.44444444,3,2,0,0,0,11,0.44,1,0.04,0,0,0,2,0.08,0,33,1,12722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20977,2903,30,12428,24,0,358,40.0952381,3,2,0,0,0,14,0.467,3,0.1,0,0,0,2,0.067,0,43,1,8560,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
4528,14969,27,11909,20,0,345,100,2,2,0,0,0,13,0.481,0,0,0,0,0,2,0.074,1,1010,1,7969,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,34,16,28,70,0,106,1
6198,14369,28,11112,21,0,96,100,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,955,1,7133,100,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,21,5,7,65,2,74,1
1138,21079,28,19573,21,0,96,100,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,556,1,16878,100,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,3,12,90,32,90,1
7973,14347,24,11082,17,0,258,100,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,2671,1,7105,100,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,5,5,20,115,0,22,1
9025,10338,31,6029,24,0,96,100,3,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,347,1,1092,100,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,6,6,8,51,4,60,1
17925,18813,28,16703,21,0,258,100,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,1735,1,18010,84.61538462,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,16,40,41,44,3,27,1
9487,23387,24,22483,17,0,96,100,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,355,1,20187,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,2,0,3,1
9108,12857,24,9144,17,0,96,100,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,950,1,4795,100,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,34,10,10,71,0,62,1
2104,13299,32,9700,25,0,96,100,3,1,0,0,0,19,0.594,0,0,0,0,0,1,0.031,1,515,1,5539,100,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,15,1,4,0,0,11,1
9240,17339,22,14872,15,0,96,100,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,4733,1,11510,100,0,0,0,1,0,0,17,24,0,1,1,0,0,1,0,0,1,43,48,19,291,1,335,1
377,11598,19,7607,12,0,96,100,3,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,4261,1,3267,100,0,0,1,0,0,1,0,4,0,1,1,1,0,0,0,0,1,28,1,4,154,0,69,1
21178,4942,24,22364,18,0,221,43.53741497,2,2,0,0,0,11,0.458,0,0,0,0,0,2,0.083,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16343,9118,82,4391,24,0,71,22.33165799,2,2,0,0,0,63,0.768,0,0,0,0,0,11,0.134,1,16,1,16468,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19,12690,26,8933,19,0,96,100,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,788,1,4564,100,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,16,7,14,150,0,145,1
17320,6218,84,1417,11,0,96,13.40972047,3,0,0,0,0,60,0.714,10,0.119,0,0,0,6,0.071,1,495,1,3786,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,9,2,5,0,0,2,0
21625,3734,22,16521,16,0,152,51.4957265,2,1,0,0,0,10,0.455,0,0,0,0,0,1,0.045,0,20,1,13381,100,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4340,14071,24,10740,17,0,96,100,3,1,0,0,0,10,0.417,1,0.042,0,0,0,1,0.042,1,204,1,6736,100,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,9,6,19,0,7,1
11287,18697,24,16567,17,0,96,100,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,1895,1,13421,100,1,0,0,0,0,0,1,3,0,1,1,1,0,0,1,0,1,11,0,8,6,0,170,1
13513,175,40,529,33,0,141,30.72435586,2,1,0,0,0,28,0.7,3,0.075,0,0,0,2,0.05,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
2370,17743,23,15379,16,0,96,100,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,428,1,12093,100,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,3,7,28,0,1,1
9381,10377,25,6079,18,0,96,100,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,142,1,1154,100,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,2,10,0,16,1
9459,21380,35,19937,28,0,242,100,3,1,0,0,0,21,0.6,0,0,0,0,0,2,0.057,1,1294,1,17305,100,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,9,10,13,46,9,58,1
21477,3934,18,17621,12,0,56,71.11111111,2,1,0,0,0,6,0.333,0,0,0,0,0,1,0.056,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8467,19656,21,17737,14,0,96,100,3,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,776,1,14778,100,1,0,1,0,0,1,0,3,0,1,0,0,0,0,1,0,1,38,7,16,0,13,26,1
4108,23011,31,21928,24,0,96,100,3,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,1145,1,19518,100,1,0,1,0,0,1,0,2,1,1,1,0,0,0,0,0,1,44,6,8,141,0,145,1
5303,10526,36,6281,29,0,96,100,3,2,0,0,0,22,0.611,0,0,0,0,0,2,0.056,1,258,1,1459,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,2,2,7,20,2,15,1
21846,1892,25,7685,19,0,94,55.65257353,2,2,0,0,0,12,0.48,0,0,0,0,0,2,0.08,0,8,1,696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1691,10741,25,6537,18,0,96,100,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,1071,1,1865,100,1,1,1,0,0,1,0,3,0,1,0,1,0,0,0,0,1,23,7,8,60,8,66,1
12134,8924,35,4161,27,0,96,65.90241035,3,1,0,0,0,24,0.686,1,0.029,0,0,0,2,0.057,1,108,1,15751,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
12419,464,24,1899,17,0,96,64.62898885,3,1,0,0,0,15,0.625,0,0,0,0,0,2,0.083,0,2,1,5549,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
18762,10292,34,5967,27,0,136,100,2,1,0,0,0,19,0.559,0,0,0,0,0,3,0.088,1,2318,1,1040,100,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,81,9,3,57,0,54,1
9627,16171,26,13405,19,0,96,100,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,398,1,9690,100,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,13,5,4,12,0,13,1
21776,1383,37,5470,31,0,96,63.0944554,3,1,0,0,0,24,0.649,0,0,0,0,0,2,0.054,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7111,11650,22,7670,15,0,96,100,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,2592,1,3360,100,1,1,1,0,0,1,0,19,0,1,1,1,1,1,1,0,1,28,9,45,131,3,25,1
13086,791,45,3472,28,0,277,27.09709496,2,1,0,0,0,34,0.756,0,0,0,0,0,4,0.089,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
21712,3925,33,17587,27,0,45,59.46819978,3,2,0,0,0,13,0.394,6,0.182,0,0,0,3,0.091,0,2,0,2,5.263157895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17390,2969,52,12806,18,0,96,29.86317668,3,1,0,0,0,38,0.731,0,0,0,0,0,3,0.058,0,351,1,8949,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,5,1,1,0,3,3,0
20851,2492,26,10582,20,0,290,73.80514706,2,2,0,0,0,6,0.231,7,0.269,0,0,0,2,0.077,0,9,1,6498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23176,1507,50,5932,42,0,93,26.20214504,2,3,0,0,0,33,0.66,0,0,0,0,0,6,0.12,0,40,1,1019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,16580,26,13956,19,0,96,100,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,1580,1,10299,100,1,0,1,0,0,1,0,5,0,1,1,0,0,0,0,0,1,27,14,17,160,3,12,1
16166,339,79,1401,30,0,290,19.79959411,2,1,0,0,0,46,0.582,15,0.19,1,1,0,9,0.139,0,9,1,3687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9106,12786,26,9048,19,0,96,100,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,852,1,4689,100,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,22,26,40,55,1,67,1
19982,2838,24,12102,17,0,258,77.09213863,3,1,0,0,0,12,0.5,0,0,0,0,0,1,0.042,0,2,1,8199,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
807,13444,24,9899,17,0,112,100,2,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,993,1,5760,0,0,1,1,0,0,1,0,2,0,1,1,1,0,1,1,0,1,18,4,20,86,8,53,1
20590,3244,17,13943,11,0,88,79.16666667,2,1,0,0,0,5,0.294,0,0,0,0,0,1,0.059,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15840,5890,33,1051,24,0,274,41.41666667,3,1,0,0,0,21,0.636,0,0,0,0,0,4,0.121,1,9,1,2284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22027,2943,26,12677,20,0,96,80.88888889,3,1,0,0,0,14,0.538,0,0,0,0,0,1,0.038,0,2,1,8820,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
11221,642,23,2808,12,0,96,64.43014706,3,0,0,0,0,14,0.609,0,0,0,0,0,2,0.087,0,5,1,9957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0
16578,9408,31,4675,11,0,175,47.21523536,2,0,0,0,0,19,0.613,0,0,0,0,0,4,0.129,1,124,1,17647,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4641,15037,33,11987,26,0,345,100,2,2,0,0,0,19,0.576,0,0,0,0,0,2,0.061,1,1033,1,8042,0,1,1,1,0,0,1,0,5,0,1,1,1,0,0,0,0,1,70,2,16,98,1,103,1
5171,12769,29,9031,22,0,50,100,2,2,0,0,0,15,0.517,0,0,0,0,0,2,0.069,1,1369,1,4673,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,13,7,13,59,0,64,1
10490,14898,26,11809,19,0,96,100,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,1136,1,7869,100,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,35,23,12,250,1,290,1
1876,17408,25,14955,18,0,258,100,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,1934,1,11594,100,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,47,7,9,251,7,232,1
20861,2502,26,10592,20,0,290,60.84558824,2,2,0,0,0,6,0.231,7,0.269,0,0,0,2,0.077,0,9,1,6508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1215,20432,26,18759,19,0,150,100,3,2,0,0,0,12,0.462,0,0,0,0,0,2,0.077,1,8545,1,15927,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,18,1,8,849,100,17,1
19477,1225,25,5189,18,0,96,50.06802721,3,2,0,0,0,11,0.44,1,0.04,0,0,0,2,0.08,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6304,16157,26,13389,19,0,96,100,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,521,1,9677,100,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,4,26,33,55,0,62,1
2578,19288,28,17268,21,0,345,100,2,2,0,0,0,14,0.5,0,0,0,0,0,2,0.071,1,598,1,14238,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,8,8,10,50,2,41,1
10434,19531,22,17571,15,0,96,100,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,1553,1,14563,100,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,26,7,12,74,12,62,1
13593,5719,31,848,23,0,45,46.75488343,3,1,0,0,0,16,0.516,3,0.097,0,0,0,4,0.129,1,16,1,2083,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
20555,3145,32,13609,26,0,170,54.64852608,2,1,0,0,0,20,0.625,0,0,0,0,0,1,0.031,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9770,16097,24,13309,17,0,290,100,2,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,803,1,9593,0,0,1,0,0,0,1,0,2,0,0,1,1,1,0,1,0,1,17,1,1,51,0,65,1
14112,8566,33,3795,24,0,302,61.93055556,4,1,0,0,0,16,0.485,6,0.182,0,0,0,3,0.091,1,68,1,14294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15175,10814,34,6627,27,0,96,100,3,1,0,0,0,21,0.618,0,0,0,0,0,1,0.029,1,641,1,2006,100,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,32,49,29,99,1,106,1
14055,8918,28,4154,19,0,45,61.71745152,3,1,0,0,0,15,0.536,1,0.036,0,0,0,4,0.143,1,108,1,15672,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
21056,3140,24,13588,18,0,273,57.3964497,5,1,0,0,0,12,0.5,0,0,0,0,0,1,0.042,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21537,4553,19,20695,13,0,335,60.76388889,3,1,0,0,0,4,0.211,3,0.158,0,0,0,1,0.053,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23361,693,75,3048,28,0,96,22.33401033,3,1,0,0,0,53,0.707,11,0.147,0,0,0,4,0.053,0,13,1,11135,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
19331,2385,25,10157,19,0,96,67.11111111,3,1,0,0,0,13,0.52,0,0,0,0,0,1,0.04,0,188,1,6023,100,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,1,1,4,0,4,0
11198,6666,177,1879,15,0,96,8.917622777,3,1,0,0,0,131,0.74,19,0.107,4,1,0,14,0.107,1,11,1,5448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
16793,5915,22,1088,13,0,96,69.23076923,3,0,0,0,0,12,0.545,0,0,0,0,0,2,0.091,1,25,1,2332,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
9845,23326,24,22386,17,0,96,100,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,2820,1,20086,100,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,78,7,14,209,21,207,1
21586,3075,19,13283,13,0,139,59.50617284,2,1,0,0,0,7,0.368,0,0,0,0,0,1,0.053,0,20,1,9571,83.33333333,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6126,17141,29,14629,22,0,258,100,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,1423,1,11040,100,1,0,1,0,0,1,0,3,0,1,1,1,1,0,0,0,1,61,8,74,138,3,68,1
8949,13649,28,10168,21,0,50,100,2,2,0,0,0,14,0.5,0,0,0,0,0,2,0.071,1,2913,1,6038,0,0,0,1,0,0,1,0,19,0,1,1,1,1,1,1,0,1,82,2,25,68,0,9,1
7575,15379,30,12403,23,0,258,100,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,541,1,8523,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,15,4,5,0,2,0,1
8368,13425,25,9880,18,0,96,100,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,682,1,5742,100,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,26,12,16,42,0,48,1
17643,16818,19,14244,12,0,96,100,3,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,611,1,10589,100,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,11,10,8,58,1,60,1
9710,22374,23,21122,16,0,123,100,3,2,0,0,0,9,0.391,0,0,0,0,0,2,0.087,1,1027,1,18605,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,53,8,14,36,12,129,1
3714,17578,27,15166,20,0,96,100,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,502,1,11865,100,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,4,0,0,0,0,1,1
19632,2736,30,11604,23,0,96,79.05817175,3,1,0,0,0,18,0.6,0,0,0,0,0,1,0.033,0,2,1,7670,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
19574,4564,23,20769,16,0,96,83.76068376,3,1,0,0,0,11,0.478,0,0,0,0,0,1,0.043,0,15,1,18194,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11990,936,72,4070,34,0,221,19.94024369,2,1,0,0,0,55,0.764,4,0.056,0,0,0,6,0.083,0,82,1,15336,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0
4245,20204,33,18414,26,0,112,100,2,1,0,0,0,19,0.576,0,0,0,0,0,2,0.061,1,2539,1,15571,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,76,3,9,96,13,111,1
2949,20205,31,18415,24,0,96,100,3,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,735,1,15572,0,1,1,1,0,0,0,0,2,0,1,1,0,0,0,1,0,1,18,26,79,73,0,82,1
6399,13725,21,10262,14,0,248,100,2,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,919,1,6158,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,19,12,18,55,1,62,1
18731,16741,24,14157,17,0,345,100,2,2,0,0,0,10,0.417,0,0,0,0,0,2,0.083,1,2182,1,10493,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,61,19,15,74,11,172,1
6302,12114,23,8229,16,0,150,100,3,2,0,0,0,9,0.391,0,0,0,0,0,2,0.087,1,668,1,3937,0,0,0,0,0,0,1,0,2,0,1,1,1,0,0,1,0,1,13,13,6,63,0,67,1
13736,8399,30,3575,21,0,96,64.93506494,3,1,0,0,0,18,0.6,1,0.033,0,0,0,3,0.1,1,104,1,13312,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,2,1,0,1,0
14610,647,38,2830,31,0,96,67.41675338,3,1,0,0,0,29,0.763,0,0,0,0,0,2,0.053,0,30,1,10136,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0
20106,2712,28,11516,22,0,346,36.8319877,2,2,0,0,0,15,0.536,0,0,0,0,0,2,0.071,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8709,10989,25,6848,18,0,96,100,3,1,0,0,0,11,0.44,0,0,0,0,0,2,0.08,1,388,1,2403,100,1,0,1,0,0,1,0,4,0,1,0,0,0,0,0,0,1,9,7,7,75,0,17,1
7436,12928,22,9231,15,0,96,100,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,1029,1,4886,100,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,45,22,30,93,1,97,1
10463,21012,35,19498,28,0,345,100,2,2,0,0,0,21,0.6,0,0,0,0,0,2,0.057,1,1804,1,16750,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,43,6,14,95,0,146,1
3176,13090,25,9437,18,0,258,100,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,105,1,5209,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,13,0,3,1
3014,12397,23,8561,16,0,258,100,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,392,1,4280,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,20,2,3,61,0,30,1
14761,5914,45,1086,37,0,96,50.60551305,3,1,0,0,0,31,0.689,4,0.089,0,0,0,2,0.044,1,107,1,2330,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
7883,17460,30,15015,23,0,96,100,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,1449,1,11651,100,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,43,22,36,121,8,138,1
9819,22723,24,21569,17,0,258,100,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,557,1,19103,100,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,19,6,24,74,0,81,1
1382,20585,28,18960,21,0,96,100,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,1510,1,16160,100,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,40,16,31,65,0,72,1
6669,11799,29,7845,22,0,50,100,2,2,0,0,0,15,0.517,0,0,0,0,0,2,0.069,1,1477,1,4555,0,0,0,1,1,0,1,0,3,0,1,1,1,0,0,0,0,1,18,3,9,131,0,32,1
16490,8559,28,3785,20,0,96,75.69047619,3,0,0,0,0,19,0.679,0,0,0,0,0,1,0.036,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9984,16319,29,13587,22,0,96,100,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,751,1,9912,100,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,23,7,18,110,3,113,1
5491,9980,21,5529,14,0,50,100,2,2,0,0,0,7,0.333,0,0,0,0,0,2,0.095,1,285,1,5629,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,15,4,9,23,0,7,1
9181,15372,26,12395,19,0,96,100,3,1,0,0,0,12,0.462,1,0.038,0,0,0,1,0.038,1,615,1,8515,100,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,14,11,18,53,0,55,1
6828,14882,25,11790,18,0,112,100,2,1,0,0,0,11,0.44,0,0,0,0,0,2,0.08,1,1084,1,7849,100,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,20,11,15,70,21,80,1
11669,1000,27,4411,20,0,96,53.92857143,3,1,0,0,0,16,0.593,2,0.074,0,0,0,2,0.074,0,2,0,2,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
4944,22596,21,21417,14,0,136,100,2,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,296,1,18936,100,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,6,4,4,13,0,18,1
12206,1021,62,4523,24,0,328,24.094451,2,0,0,0,0,50,0.806,0,0,0,0,0,5,0.081,0,157,1,16977,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4,0,1,0,0,1,0
9595,10713,26,6510,19,0,242,100,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,3021,1,1690,100,1,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,413,2,5,64,0,469,1
9155,14412,33,11169,26,0,96,100,3,1,0,0,0,20,0.606,0,0,0,0,0,1,0.03,1,719,1,7192,100,0,1,1,0,0,1,0,2,0,1,1,0,1,0,0,0,1,12,13,18,28,2,42,1
17032,9244,32,4516,14,0,82,51.22222222,2,0,0,0,0,20,0.625,0,0,0,0,0,4,0.125,1,41,1,16955,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,1,0
21235,3860,25,17247,19,0,128,64.33823529,2,1,0,0,0,13,0.52,0,0,0,0,0,1,0.04,0,2,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11628,6412,35,1616,27,0,96,73.23143249,3,1,0,0,0,25,0.714,0,0,0,0,0,2,0.057,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
