"DomainLength","IsDomainIP","TLD","TLDLength","NoOfSubDomain","NoOfAmpersandInURL","HasTitle","HasFavicon","Robots","NoOfURLRedirect","NoOfSelfRedirect","NoOfPopup","NoOfiFrame","HasExternalFormSubmit","HasSubmitButton","HasHiddenFields","HasPasswordField","Bank","Pay","Crypto","NoOfCSS","NoOfEmptyRef","label"
13,0,96,3,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,1
24,0,340,2,1,0,1,0,0,0,0,0,5,0,1,0,0,0,1,0,3,1,1
21,0,96,3,1,0,1,1,0,0,0,0,21,0,1,1,1,1,1,0,7,16,1
20,0,94,2,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,5,6,1
19,0,242,3,1,0,1,0,1,1,0,0,2,0,1,1,0,0,1,0,6,2,1
25,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,170,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12,0,75,2,1,0,1,1,1,0,0,0,3,0,0,1,0,0,1,0,1,0,1
25,0,96,3,1,0,1,1,1,0,0,0,2,0,1,1,0,0,0,1,9,4,1
15,0,82,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
31,0,94,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,96,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
13,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,96,3,1,0,1,0,0,0,0,0,2,1,0,1,1,0,0,0,12,0,1
14,0,84,2,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,11,1
19,0,96,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,177,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25,0,258,3,1,0,1,1,0,0,0,0,2,0,1,0,0,0,1,0,2,0,1
18,0,258,3,1,0,1,1,1,0,0,2,0,0,0,0,0,0,1,0,5,1,1
20,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
13,0,258,3,1,0,1,1,0,0,0,0,3,0,1,1,0,1,0,0,4,4,1
41,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0,96,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,123,3,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
16,0,345,2,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
23,0,96,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,136,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,50,2,3,0,1,1,1,0,0,0,2,0,1,1,0,0,1,0,6,6,1
17,0,335,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,359,4,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
17,0,96,3,1,0,1,0,1,0,0,3,0,0,1,1,0,0,0,0,14,0,1
28,0,96,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
14,0,96,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,96,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21,0,45,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,96,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
16,0,96,3,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,3,5,1
21,0,258,3,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,5,4,1
35,0,113,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,96,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,96,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,237,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,354,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1
34,0,136,2,1,0,1,1,1,0,0,0,8,0,1,1,1,0,0,0,2,9,1
26,0,96,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
20,0,96,3,1,0,1,1,1,0,0,0,6,0,0,1,0,0,0,0,21,0,1
41,0,96,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,90,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
18,0,343,2,2,0,1,0,1,0,0,0,2,0,1,1,0,0,0,0,11,0,1
12,0,258,3,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,14,2,1
50,0,113,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,176,4,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,11,0,1
21,0,172,2,2,0,1,0,0,0,0,1,3,0,1,0,0,0,1,0,3,34,1
17,0,96,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,258,3,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,2,0,1
25,0,91,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,113,3,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
29,0,96,3,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
18,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,96,3,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,2,0,1
24,0,96,3,1,0,1,0,1,0,0,0,3,0,1,1,0,0,0,0,11,1,1
20,0,96,3,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,15,2,1
24,0,96,3,1,0,1,0,0,0,0,0,3,0,1,1,0,0,1,0,16,0,1
37,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,96,3,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,5,0,1
23,0,258,3,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,12,0,1
14,0,183,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10,1
35,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,346,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,1
28,0,96,3,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
23,0,96,3,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,7,1
31,0,96,3,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,3,0,0
21,0,127,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,88,2,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0
24,0,96,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0,96,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,176,4,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
19,0,96,3,0,0,1,0,0,1,0,0,2,0,1,0,1,0,1,0,1,0,0
21,0,94,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,45,3,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
25,0,96,3,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,3,0,0
20,0,71,2,2,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,9,0,1
25,0,302,4,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
33,0,96,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9,1,1
22,0,96,3,1,0,1,0,0,0,0,0,3,0,0,1,0,0,1,0,14,2,1
23,0,258,3,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
17,0,183,2,1,0,1,0,1,0,0,0,3,0,1,1,0,0,0,0,25,6,1
16,0,96,3,1,0,1,1,0,1,1,0,2,0,1,1,0,0,0,0,19,4,1
24,0,258,3,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,3,0,1
20,0,96,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,258,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,0,258,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1
12,0,258,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0,205,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,96,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,96,3,1,0,1,1,1,0,0,0,8,0,1,1,0,0,0,0,19,1,1
22,0,96,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,96,3,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,22,5,1
16,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0,113,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,96,3,1,0,1,1,0,0,0,0,2,0,1,1,0,0,1,0,7,9,1
16,0,187,2,2,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,7,0,1
17,0,96,3,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,9,2,1
17,0,345,2,2,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1
18,0,45,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,96,3,1,0,1,0,0,1,0,6,0,0,1,1,0,0,1,0,3,1,1
22,0,45,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,45,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,150,3,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,10,0,1
19,0,258,3,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,4,1,1
25,0,176,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,96,3,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
18,0,96,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,96,3,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,14,0,1
34,0,221,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16,0,290,2,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
19,0,346,2,3,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,5,0,1
23,0,96,3,1,0,1,1,1,1,0,1,14,0,1,1,1,0,0,0,2,6,1
20,0,258,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,34,16,1
18,0,327,2,1,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,15,0,1
20,0,290,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,258,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1
21,0,296,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,112,2,1,0,1,1,1,0,0,0,3,0,0,0,0,0,1,0,8,0,1
23,0,96,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,96,3,1,0,1,0,0,0,0,0,19,0,1,1,1,1,1,0,3,2,1
18,0,96,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1
25,0,96,3,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,3,0,0
10,0,96,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16,0,171,2,1,0,1,1,0,0,0,0,2,0,0,1,0,1,0,0,4,3,1
21,0,96,3,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,12,0,1
16,0,96,3,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,6,3,1
23,0,258,3,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,4,4,1
30,0,96,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,175,2,3,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,16,3,1
16,0,50,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1
29,0,290,2,2,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0
22,0,96,3,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,2,1
14,0,258,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1
20,0,96,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,176,4,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1
18,0,96,3,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,6,0,1
19,0,45,3,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
11,0,290,2,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,7,15,1
33,0,345,2,2,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,6,0,1
23,0,96,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,96,3,1,0,1,0,1,0,0,4,4,0,0,1,0,0,0,0,2,1,1
20,0,251,2,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1
16,0,71,2,2,0,1,0,0,0,0,13,0,0,1,0,0,0,0,0,6,2,1
15,0,345,2,2,0,1,1,0,0,0,0,3,0,1,1,0,0,1,0,0,1,1
26,0,96,3,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,0,1
19,0,96,3,1,0,1,0,1,0,0,0,19,0,1,1,0,1,1,0,5,0,1
17,0,82,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
12,0,123,3,1,0,1,1,0,0,0,0,6,0,1,0,0,0,0,0,2,1,1
26,0,96,3,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,22,1,1
18,0,93,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19,0,96,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0,180,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,258,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
17,0,96,3,1,0,1,0,0,0,0,0,2,1,1,1,0,0,1,0,3,0,1
20,0,96,3,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,11,0,1
22,0,96,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,345,2,2,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,5,1,1
36,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,96,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,14,0,1
12,0,123,3,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,3,0,1
23,0,258,3,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,18,9,1
36,0,206,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,302,4,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,0
19,0,96,3,1,0,1,1,0,1,1,0,2,0,1,0,0,0,1,0,9,1,1
27,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,96,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,22,3,1
14,0,96,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0,345,2,2,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,20,1,1
16,0,359,4,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
13,0,96,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,96,3,1,0,1,1,0,0,0,5,23,0,1,1,0,0,0,0,3,0,1
26,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1
23,0,96,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,175,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
18,0,96,3,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,24,9,1
27,0,258,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,112,2,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,3,0,1
11,0,166,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,15,1
21,0,96,3,1,0,1,1,0,0,0,0,2,0,1,1,0,0,0,0,2,0,1
19,0,96,3,1,0,1,1,0,0,0,0,2,0,1,1,0,1,1,0,1,1,1
16,0,96,3,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,30,2,1
25,0,170,2,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21,0,242,3,1,0,1,1,1,0,0,0,2,0,1,0,0,1,1,1,13,2,1
18,0,96,3,1,0,1,1,0,0,0,0,6,0,1,1,0,1,1,0,2,0,1
16,0,96,3,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,5,0,1
39,0,96,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,50,2,3,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,2,0,1
36,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,96,3,1,0,1,0,0,0,0,0,3,0,0,1,0,0,1,0,6,0,1
14,0,290,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1
40,0,335,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15,0,96,3,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,12,3,1
25,0,96,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
21,0,242,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12,0,225,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
31,0,96,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,96,3,1,0,1,0,0,0,0,0,20,0,1,1,1,1,1,0,2,6,1
16,0,276,2,2,0,1,1,0,0,0,0,3,1,0,1,0,0,0,0,12,3,1
14,0,249,2,2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1
17,0,96,3,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,26,3,1
29,0,221,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,96,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,266,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
29,0,258,3,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,27,13,1
23,0,96,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,11,0,1
14,0,96,3,1,0,1,1,0,0,0,0,2,0,1,0,0,0,1,0,2,0,1
21,0,364,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,96,3,1,0,1,1,0,0,0,0,3,0,0,1,0,0,0,0,6,0,1
15,0,258,3,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1
17,0,96,3,1,0,1,1,1,0,0,0,2,0,1,1,0,0,1,0,2,0,1
17,0,183,2,1,0,1,1,1,0,0,1,4,0,1,1,0,0,0,0,37,0,1
42,0,50,2,2,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,23,1,1
11,0,123,3,1,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,13,0,1
24,0,128,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,37,3,1
24,0,96,3,1,0,1,0,1,0,0,0,7,0,1,0,0,0,1,0,22,2,1
18,0,96,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,96,3,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
18,0,96,3,1,0,1,0,0,0,0,0,3,0,0,1,0,0,1,0,6,0,1
17,0,187,2,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5,15,1
32,0,45,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
12,0,340,2,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,5,0,1
14,0,96,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,75,2,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,8,0,1
20,0,96,3,1,0,1,0,1,0,0,0,6,1,1,1,0,1,1,0,55,3,1
15,0,112,2,1,0,1,1,1,0,0,0,8,1,1,1,0,1,0,0,8,12,1
17,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,242,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,96,3,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,151,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0,96,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18,0,107,2,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,21,2,1
12,0,346,2,1,0,1,1,0,1,0,0,7,0,0,1,0,0,1,0,37,0,1
20,0,96,3,1,0,1,1,1,0,0,1,4,0,1,0,0,0,1,0,14,1,1
18,0,96,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
17,0,94,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,248,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1
17,0,96,3,1,0,1,1,0,1,0,0,19,0,1,0,1,1,1,0,2,0,1
51,0,242,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,79,3,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,7,10,1
19,0,221,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0
24,0,116,2,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,3,0,1
25,0,96,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,1
11,0,248,2,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,8,0,1
21,0,96,3,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
16,0,187,2,2,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,2,0,1
22,0,96,3,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,9,0,1
25,0,96,3,1,0,1,0,0,1,0,0,23,0,1,1,0,1,1,0,13,2,1
18,0,96,3,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,5,0,1
22,0,96,3,1,0,1,1,0,0,0,0,2,0,1,1,0,0,0,0,31,0,1
22,0,176,4,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,3,0,1
18,0,96,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,12,3,1
38,0,113,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
24,0,96,3,1,0,1,0,1,0,0,0,5,1,1,1,0,1,0,0,14,6,1
14,0,242,3,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,19,0,1
20,0,96,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
42,0,261,4,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0
20,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,258,3,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,2,12,1
30,0,206,4,0,4,1,0,0,0,0,0,0,1,1,0,1,0,0,0,4,0,0
23,0,242,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,96,3,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,12,4,1
18,0,96,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,96,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,152,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,5,1,0
19,0,270,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
23,0,136,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,96,3,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,12,0,1
12,0,183,2,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,4,0,0
76,0,96,3,2,0,1,0,0,1,0,0,2,0,1,0,1,0,1,0,1,0,0
30,0,112,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,94,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12,0,242,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0,45,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10,0,296,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,56,2,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,21,1,1
16,0,96,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37,0,261,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,96,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,1
28,0,96,3,1,0,1,1,0,0,0,0,6,0,0,1,1,0,1,0,17,0,0
17,0,168,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,8,1,1
18,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,130,2,1,0,1,0,1,1,1,0,4,0,1,1,0,0,1,0,4,2,1
26,0,96,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
14,0,96,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1
20,0,175,2,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,8,0,1
11,0,258,3,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,14,1,1
13,0,110,2,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,9,0,1
19,0,96,3,1,0,1,1,0,1,0,0,19,0,1,1,1,1,1,0,10,0,1
31,0,232,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
