"HasFavicon","Robots","NoOfURLRedirect","NoOfSelfRedirect","NoOfPopup","NoOfiFrame","HasExternalFormSubmit"
0,0,1,0,0,0,0
1,1,0,0,0,1,1
1,0,0,0,1,0,0
0,0,0,0,0,0,0
1,1,0,0,0,0,0
1,1,1,0,0,2,0
0,0,0,0,0,1,0
1,0,1,0,0,19,0
1,0,0,0,0,0,0
1,1,0,0,0,4,0
0,1,0,0,0,1,1
1,1,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
1,1,0,0,0,2,0
1,0,0,0,0,0,0
1,1,0,0,0,5,0
0,0,1,0,0,0,0
0,1,0,0,1,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,1,0,0,0,0,0
0,0,0,0,0,0,0
1,1,0,0,0,4,0
0,1,0,0,0,1,0
0,0,1,0,0,0,0
1,0,0,0,1,0,0
0,1,0,0,0,0,0
0,0,1,0,1,23,0
0,0,1,1,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
1,1,1,1,0,6,1
0,0,1,0,0,0,0
1,1,0,0,0,2,0
0,0,0,0,0,0,0
0,1,0,0,0,1,0
0,0,0,0,0,0,0
1,1,0,0,0,3,0
0,0,0,0,0,2,0
1,1,0,0,0,0,0
1,0,0,0,0,2,0
0,0,0,0,0,21,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
1,1,0,0,0,2,0
0,1,0,0,4,3,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
0,0,1,0,0,0,0
1,1,0,0,0,0,0
1,0,0,0,0,3,0
0,0,1,0,0,2,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,1,1,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,1,0,0,21,0
1,1,1,0,2,2,0
0,0,0,0,0,0,0
1,0,0,0,0,1,0
0,0,0,0,0,32,0
1,1,0,0,0,5,0
1,0,0,0,0,7,0
1,0,0,0,0,3,0
1,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,5,0
1,0,0,0,0,0,0
1,1,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,5,0
1,0,0,0,0,21,0
0,0,1,0,0,0,0
0,1,1,0,0,2,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,1,0,0,0,3,0
1,1,0,0,0,2,0
0,0,1,1,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,2,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,2,0
1,1,0,0,2,0,0
0,0,0,0,0,0,0
1,0,0,0,0,3,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,1,0,0,0,2,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
0,1,0,0,3,0,0
0,0,1,1,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
0,1,0,0,0,0,0
1,0,0,0,0,0,0
0,1,0,0,0,1,0
0,0,1,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,1,0,0,0,8,0
1,0,0,0,0,0,0
1,1,0,0,0,6,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,2,0
1,1,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,1,3,0
0,0,0,0,0,0,0
1,0,0,0,0,1,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,0,1
0,1,0,0,0,3,0
1,1,0,0,0,1,0
0,0,0,0,0,3,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,1,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
1,1,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
0,0,1,0,0,2,0
0,0,0,0,0,0,0
0,0,0,0,0,2,0
1,0,0,0,0,0,0
1,1,0,0,0,0,0
0,0,1,1,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,3,0
1,0,0,0,0,0,0
0,1,0,0,0,3,0
1,0,1,1,0,2,0
1,0,0,0,0,0,1
0,0,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,1,0,0,0,8,0
0,0,0,0,0,0,0
0,1,0,0,0,1,0
0,0,0,0,0,0,0
0,0,1,0,0,0,0
1,0,0,0,0,2,0
1,1,0,0,0,0,0
1,0,0,0,0,0,0
0,1,0,0,0,1,0
0,0,0,0,0,0,0
0,0,1,0,6,0,0
0,0,0,0,0,0,0
0,0,1,0,0,0,0
0,0,0,0,1,0,0
1,1,0,0,0,0,0
0,0,1,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,1,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,1,0
1,1,1,0,1,14,0
0,1,0,0,0,0,0
0,0,0,0,0,2,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,1,0,0,0,3,0
0,0,0,0,0,0,0
0,0,0,0,0,19,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,2,0
0,1,0,0,0,1,0
1,0,1,1,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,2,0
1,0,0,0,0,0,0
1,0,1,0,1,1,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,1,0,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,1,0,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,4,4,0
1,0,0,0,0,1,0
0,0,0,0,13,0,0
1,0,0,0,0,3,0
1,0,0,0,0,0,0
0,1,0,0,0,19,0
0,0,1,1,0,0,0
1,0,0,0,0,6,0
1,1,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,2,1
1,1,0,0,0,1,0
0,0,0,0,0,0,0
1,1,0,0,0,1,0
0,0,0,0,0,0,0
1,1,0,0,0,0,0
1,0,0,0,0,2,0
0,1,0,0,0,2,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,1,0,2,0
0,0,0,0,0,0,0
1,1,0,0,0,0,0
0,0,0,0,0,0,0
1,1,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,5,23,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,1,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,1,0
1,0,0,0,0,0,0
1,0,0,0,0,2,0
1,0,0,0,0,2,0
1,1,0,0,0,1,0
0,1,0,0,0,0,0
1,1,0,0,0,2,0
1,0,0,0,0,6,0
1,0,0,0,0,1,0
0,0,0,0,0,0,0
1,0,0,0,0,1,0
0,0,0,0,0,0,0
0,0,0,0,0,3,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,1,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,1,1,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,20,0
1,0,0,0,0,3,1
1,0,0,0,0,0,0
1,1,0,0,0,1,0
0,0,1,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,1,0,0,0,1,0
1,1,0,0,0,0,0
1,0,0,0,0,2,0
0,0,0,0,0,0,0
1,0,0,0,0,3,0
1,0,0,0,0,1,1
1,1,0,0,0,2,0
1,1,0,0,1,4,0
1,1,0,0,0,0,1
1,0,0,0,0,4,0
0,1,0,0,0,0,0
0,1,0,0,0,7,0
0,0,0,0,0,0,0
1,1,0,0,0,1,0
0,0,0,0,0,3,0
0,0,0,0,0,0,0
0,0,1,1,0,0,0
1,1,1,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,0,1
0,1,0,0,0,6,1
1,1,0,0,0,8,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,1,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
1,0,1,0,0,7,0
1,1,0,0,1,4,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,0,1
1,0,1,0,0,19,0
0,0,0,0,0,0,0
1,1,0,0,0,1,0
0,1,0,0,0,0,0
1,1,0,0,0,0,0
0,1,0,0,0,0,0
0,1,0,0,0,1,0
1,0,0,0,0,0,1
1,0,0,0,0,4,0
0,1,0,0,0,1,0
0,0,1,0,0,23,0
0,1,0,0,1,0,1
1,0,0,0,0,2,0
1,1,0,0,0,0,0
1,1,0,0,0,0,0
0,1,0,0,0,0,0
0,1,0,0,0,5,1
1,1,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,1,0
0,0,0,0,0,0,1
0,0,0,0,0,0,0
1,1,0,0,0,1,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,1,0
0,0,1,0,0,2,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
1,0,0,0,0,6,0
0,1,0,0,0,1,0
0,0,0,0,0,0,0
0,1,1,1,0,4,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
0,1,0,0,0,0,0
1,0,0,0,0,1,0
1,1,1,0,0,1,0
1,0,1,0,0,19,0
0,0,0,0,0,0,0
0,0,0,0,0,1,0
0,0,0,0,0,0,0
0,0,0,0,0,2,0
0,0,0,0,0,0,0
1,0,0,0,0,8,0
1,1,0,0,0,5,0
1,1,0,0,0,1,0
1,0,0,0,0,2,0
0,0,0,0,0,0,0
1,1,0,0,0,1,0
0,0,1,0,32,11,0
1,0,0,0,0,21,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
1,1,0,0,0,0,0
0,0,0,0,1,2,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
1,1,0,0,0,3,0
1,0,0,0,0,2,0
0,0,0,0,0,0,0
0,0,0,0,0,1,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,1,0,0,0
1,1,0,0,0,0,0
1,1,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,1,0
0,0,0,0,1,0,0
0,0,1,0,0,1,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,1,0
0,0,1,0,17,24,0
0,0,0,0,0,4,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,1,0,0,0,0,0
1,0,0,0,0,0,0
0,0,1,1,0,0,0
0,0,0,0,0,1,0
1,0,0,0,1,3,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,3,0
1,0,0,0,0,2,1
1,0,0,0,0,0,0
0,0,0,0,0,0,0
1,1,0,0,0,3,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,1,0,0,1,0,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
1,1,0,0,0,19,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,1,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,5,0
0,0,0,0,0,0,0
1,1,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,2,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
1,1,0,0,0,5,0
0,1,0,0,0,1,0
0,1,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,1,0
0,0,0,0,0,1,0
1,1,1,1,0,0,0
0,0,1,1,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,2,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,1,1,0,0,0
1,1,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,1,0,0,0,0,0
0,0,1,1,0,0,0
1,0,0,0,0,3,0
0,0,0,0,0,19,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
1,1,0,0,0,0,0
1,0,1,1,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,1,0,0,0,0,0
1,1,0,0,0,2,0
1,0,0,0,1,0,0
0,1,0,0,0,0,0
0,0,0,0,0,2,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,4,0
0,1,0,0,0,1,1
0,1,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
0,1,0,0,0,0,1
1,1,0,0,0,1,0
1,0,0,0,0,1,0
0,0,1,0,0,3,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
1,0,0,0,0,0,0
1,1,0,0,0,0,0
1,1,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
1,1,0,0,0,0,0
1,0,0,0,0,7,0
0,1,0,0,0,2,0
1,0,0,0,0,0,0
0,0,0,0,0,1,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
1,0,0,0,0,2,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,21,0
1,0,0,0,1,3,0
1,0,0,0,0,4,0
0,1,1,0,0,0,0
0,0,1,1,0,0,0
0,0,1,1,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,1,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,0,19,0
0,0,1,0,0,0,0
0,1,0,0,1,0,0
1,1,1,0,3,1,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,1,0,0,0,4,1
1,0,0,0,1,0,0
1,0,0,0,0,0,0
1,0,0,0,0,2,0
0,0,1,1,0,0,0
1,0,0,0,0,0,0
0,1,0,0,0,2,1
1,0,0,0,0,0,0
1,0,0,0,0,20,0
0,0,0,0,0,0,0
1,0,0,0,0,19,0
1,0,0,0,0,19,0
0,1,0,0,1,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
0,1,0,0,0,19,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,1,1,0,0,0
1,0,1,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,2,0
1,0,0,0,0,1,0
0,0,0,0,0,0,0
0,1,0,0,0,0,1
1,0,0,0,0,0,0
1,0,0,0,0,4,0
0,0,0,0,0,3,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
1,1,0,0,0,0,0
0,0,0,0,0,1,0
1,1,0,0,0,0,0
1,0,0,0,0,5,0
1,0,0,0,0,9,0
1,0,0,0,0,2,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,3,0
0,0,0,0,0,0,0
0,0,0,0,0,3,0
0,0,1,1,0,0,0
1,1,1,1,0,0,0
1,1,0,0,0,2,0
1,1,0,0,0,6,0
0,1,0,0,0,0,1
1,0,0,0,0,0,0
1,0,0,0,1,3,0
0,0,0,0,0,19,0
0,1,0,0,0,0,0
1,1,0,0,0,2,0
0,0,0,0,0,2,0
0,0,0,0,0,0,0
1,1,0,0,0,3,0
0,0,1,1,0,0,0
1,1,0,0,0,2,1
1,0,0,0,0,0,0
0,0,0,0,0,1,0
1,1,1,1,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,2,0
0,0,1,0,0,0,0
0,0,0,0,1,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,0,2,0
0,0,0,0,0,0,0
1,1,1,0,0,8,0
1,0,1,0,0,6,0
0,0,1,0,77,0,0
0,0,1,0,0,0,0
0,1,0,0,0,2,0
0,0,0,0,0,0,0
1,1,0,0,0,3,0
0,0,0,0,0,0,0
0,0,0,0,0,1,0
0,1,0,0,0,4,0
1,1,0,0,0,1,1
1,1,0,0,0,0,0
1,1,0,0,0,7,0
0,0,0,0,0,0,0
0,0,0,0,0,3,0
0,0,0,0,0,0,0
1,1,1,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,1,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,3,0
0,0,0,0,0,2,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,1,0,1,2,0
1,0,0,0,0,21,0
0,0,0,0,0,0,0
1,0,0,0,0,2,0
1,1,0,0,0,7,0
0,0,1,1,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,0,1
0,0,0,0,0,0,0
1,0,0,0,0,1,0
0,0,1,1,0,0,0
1,1,0,0,0,0,0
0,1,0,0,0,4,0
0,0,0,0,0,19,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
1,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,1,1,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,2,0
0,0,0,0,0,0,0
0,1,1,1,0,0,0
1,0,0,0,0,0,0
1,1,0,0,0,0,0
0,1,0,0,1,5,0
1,0,1,0,0,0,0
1,1,1,0,0,0,0
1,0,0,0,0,0,0
1,0,0,0,0,2,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,2,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,1,1,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,19,0
1,1,0,0,0,0,0
1,1,0,0,0,6,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,6,0
0,1,0,0,0,1,0
1,1,0,0,0,0,0
0,0,1,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,5,0
0,0,0,0,0,0,0
1,1,0,0,0,3,0
1,0,0,0,0,7,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,2,0
1,0,0,0,0,1,0
1,0,0,0,0,0,0
0,0,0,0,0,2,0
0,0,0,0,0,0,0
1,0,1,0,0,3,1
1,0,1,0,0,2,0
0,0,1,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,2,0
0,0,0,0,0,1,0
0,0,0,0,0,19,0
0,0,0,0,1,0,0
0,0,0,0,0,0,0
1,1,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
0,0,1,1,0,0,0
0,1,0,0,0,0,0
0,1,0,0,0,1,0
0,1,0,0,0,1,0
0,0,1,0,0,2,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,2,0
0,0,0,0,0,0,0
1,1,0,0,0,7,0
0,1,0,0,0,2,1
0,0,0,0,0,4,0
0,0,0,0,0,3,0
0,1,0,0,0,4,1
1,0,0,0,0,0,0
1,0,0,0,0,1,0
1,0,0,0,0,8,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,2,0
1,0,0,0,0,2,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,1,3,0
0,0,0,0,0,0,0
1,1,0,0,2,4,0
1,1,0,0,0,1,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,8,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,2,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,1,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,1,0,0,4,0
1,0,0,0,0,2,0
1,1,0,0,0,3,0
0,0,0,0,0,1,0
0,0,0,0,0,0,0
0,1,1,0,0,0,0
0,1,0,0,0,1,0
0,0,0,0,0,19,0
1,1,0,0,0,2,0
1,1,0,0,0,2,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
1,1,0,0,0,0,1
1,0,0,0,0,2,0
1,1,0,0,0,0,0
1,0,0,0,0,1,0
0,1,0,0,0,0,0
1,0,0,0,0,1,0
0,1,0,0,0,1,0
1,0,0,0,0,1,0
1,0,0,0,0,2,0
0,0,1,0,0,2,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,1,0
0,0,0,0,0,0,0
1,0,1,0,1,8,0
1,0,1,0,0,3,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
1,1,0,0,0,5,0
0,0,0,0,0,0,0
0,1,0,0,0,1,0
0,0,0,0,0,0,0
1,0,0,0,0,1,0
1,0,0,0,0,0,0
0,1,1,0,0,0,0
0,1,0,0,0,1,1
1,1,0,0,0,1,0
0,0,0,0,0,1,0
0,0,0,0,0,3,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
1,0,0,0,0,6,0
0,1,0,0,0,0,0
0,0,0,0,2,0,0
1,0,0,0,0,20,0
0,0,1,0,0,2,0
1,0,0,0,0,1,0
1,1,0,0,0,1,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,1,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,1,0,0,0,5,0
1,0,1,0,0,0,0
1,1,0,0,0,0,1
0,0,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,1,0
0,1,0,0,0,0,0
0,0,1,1,0,7,0
0,0,0,0,0,1,0
0,0,0,0,0,4,0
1,0,0,0,0,0,0
0,1,0,0,0,0,0
1,1,0,0,0,0,0
1,0,0,0,0,2,0
0,0,1,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,2,0
0,0,0,0,0,0,0
0,1,0,0,0,11,0
0,0,0,0,0,0,0
1,0,0,0,0,1,0
1,0,1,0,3,8,0
0,0,0,0,0,0,0
0,0,1,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,1,0
0,1,0,0,0,0,0
0,0,1,1,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,2,0
0,1,0,0,26,1,0
0,0,0,0,0,7,0
0,1,0,0,0,0,0
1,0,0,0,10,12,0
0,1,0,0,0,0,1
0,0,0,0,0,0,1
0,1,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,1,0,0,0,0
1,1,0,0,1,0,0
0,0,1,1,0,0,0
0,1,0,0,0,1,0
1,0,0,0,0,0,0
1,1,0,0,0,2,0
0,1,0,0,0,2,0
1,0,1,0,1,0,0
0,0,0,0,0,1,0
1,0,0,0,0,4,0
1,1,0,0,0,0,0
1,1,0,0,0,2,0
0,0,0,0,0,0,0
0,0,0,0,1,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,1,0
0,1,0,0,1,1,1
0,0,0,0,0,0,0
1,1,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,1,1,0,0,0
1,0,0,0,0,0,0
0,1,0,0,0,0,0
1,0,0,0,0,19,0
0,0,0,0,0,0,0
1,0,1,0,0,15,0
0,0,0,0,0,0,0
1,1,0,0,0,1,0
1,0,0,0,0,1,0
0,0,0,0,0,0,0
1,0,0,0,0,1,0
0,1,0,0,0,2,0
0,1,0,0,0,0,0
1,1,0,0,0,4,0
0,0,0,0,0,0,0
1,0,0,0,0,1,0
0,0,1,0,31,1,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,4,0
0,0,0,0,0,0,0
0,1,0,0,0,4,1
1,0,0,0,0,3,0
0,0,0,0,0,0,0
1,1,0,0,0,5,0
0,0,0,0,0,0,0
1,1,0,0,0,2,1
1,1,0,0,1,2,0
0,1,0,0,0,0,0
0,1,0,0,0,3,0
1,1,0,0,0,19,0
0,0,0,0,0,0,0
1,0,0,0,0,19,0
0,0,0,0,0,1,0
0,1,0,0,0,1,0
0,0,1,1,0,0,0
1,0,0,0,0,18,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
0,1,0,0,0,0,0
0,0,1,0,0,3,0
0,0,1,1,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
1,0,0,0,0,2,0
1,0,0,0,0,0,0
0,0,1,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,1,0,0
1,1,0,0,0,3,0
1,1,0,0,2,3,0
1,1,0,0,0,1,0
0,0,1,1,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
1,1,0,0,1,1,0
1,1,0,0,0,5,0
1,0,0,0,0,0,0
1,1,0,0,0,2,1
0,0,0,0,0,3,0
0,0,0,0,0,0,0
1,1,0,0,0,0,1
1,0,1,0,0,21,0
0,0,0,0,0,1,0
0,0,0,0,0,0,0
1,1,0,0,0,4,0
0,0,0,0,0,0,0
1,1,0,0,0,3,0
0,0,0,0,0,0,0
1,0,0,0,0,1,1
0,1,0,0,1,0,1
1,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,2,0
1,0,0,0,0,1,0
1,0,0,0,0,5,0
0,0,0,0,0,0,0
