DomainLength,IsDomainIP,TLD,TLDLength,NoOfSubDomain,NoOfAmpersandInURL,LineOfCode,HasTitle,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,NoOfImage,NoOfCSS,NoOfJS,NoOfEmptyRef,label
18,0,138,3,2,0,29,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,38,2,0
23,0,248,2,0,0,1374,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5,7,0,1
17,0,169,3,0,0,367,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,11,0,1
19,0,2,3,1,0,2,1,0,1,1,0,0,4,1,0,1,0,1,0,1,0,21,2,15,5,1
15,0,101,3,1,0,3693,1,1,0,1,0,0,3,1,0,0,0,0,0,0,0,202,0,42,0,1
20,0,58,3,1,0,1988,1,0,0,1,0,0,2,8,0,1,0,0,1,1,0,43,2,46,16,1
20,0,216,3,0,0,2178,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0
43,0,265,2,0,1,3613,1,1,0,1,0,0,0,5,0,1,1,0,0,0,0,100,23,2,17,1
14,0,144,4,2,0,208,1,1,0,0,0,0,3,0,0,1,0,0,1,0,0,68,6,0,0,1
23,0,255,3,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,27,9,0
23,0,161,2,1,0,2005,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,29,0,8,10,1
18,0,172,4,1,0,2402,1,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,4,7,9,0
15,0,130,2,1,0,5214,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,12,22,4,1
23,0,54,3,1,0,3149,1,1,1,0,0,0,0,10,0,0,0,0,1,0,0,0,2,10,3,1
24,0,222,3,1,1,1633,1,0,0,1,0,0,2,1,0,0,1,0,0,0,0,166,11,8,0,1
10,0,268,2,1,0,2,1,0,1,1,0,0,0,2,0,0,1,1,1,1,0,0,1,11,10,1
19,0,59,3,2,0,2,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,9,29,0,1
33,0,2,3,2,0,1932,1,0,0,1,0,0,0,4,0,1,0,0,0,0,0,180,17,18,17,1
4,0,159,3,2,0,1171,0,0,0,1,0,0,3,0,0,1,1,0,1,0,0,89,5,0,0,0
30,0,288,3,0,0,7709,1,0,0,1,0,0,5,2,0,0,1,1,0,1,0,103,0,3,0,0
37,0,204,3,2,0,2113,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,114,0,3,1,0
14,0,110,2,0,1,2448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,16,1,0
4,0,327,3,2,0,2,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,1,16,0,0
33,0,125,2,1,0,2,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,73,17,26,18,1
21,0,132,3,1,0,2,0,1,0,1,0,0,2,0,0,0,1,1,0,0,0,14,2,24,15,0
16,0,203,2,1,0,3201,1,1,0,1,0,0,4,2,0,1,0,0,0,1,0,40,0,10,12,1
37,0,158,2,1,0,2,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,109,27,6,6,1
6,0,28,3,1,0,1987,1,0,1,1,0,0,5,0,0,1,0,0,0,0,0,131,0,24,0,0
33,0,128,4,2,1,8499,1,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,17,0,5,0
18,0,263,2,1,0,1427,0,1,0,1,1,0,3,2,0,1,1,0,0,0,0,53,3,36,0,1
23,0,111,2,2,0,109,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,18,13,0,1
15,0,209,2,1,0,1883,1,0,1,0,0,0,3,1,0,0,1,0,0,0,0,10,5,0,4,1
20,0,148,2,1,0,3449,1,1,0,0,0,0,2,3,0,0,0,0,1,0,0,0,5,14,14,0
15,0,121,3,1,1,1080,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,3,19,1
32,0,111,3,0,0,2,1,0,0,1,1,0,0,4,0,0,1,0,0,1,0,0,3,0,7,1
18,0,102,3,1,0,2,1,1,0,1,0,0,2,7,0,1,0,0,0,0,0,123,15,39,9,0
20,0,208,3,1,0,1660,1,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,29,33,0,0
21,0,137,3,1,0,536,1,1,0,1,0,0,2,1,0,0,1,0,0,0,0,0,8,26,0,0
6,0,164,2,1,0,2,1,1,0,1,0,0,0,6,0,1,0,0,0,0,0,104,2,0,1,1
25,0,146,3,1,1,2,1,0,0,1,0,0,1,3,0,0,0,1,0,1,0,0,0,41,8,1
16,0,290,2,2,0,425,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,54,14,4,4,1
7,0,117,3,2,1,3799,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,105,10,11,0,0
38,0,22,3,2,0,4426,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,18,0,0,1
24,0,126,3,1,0,2300,1,0,1,1,0,0,3,3,0,1,1,0,1,1,0,0,0,0,0,1
12,0,34,3,2,0,64,1,1,0,1,0,0,3,1,0,0,0,0,0,0,0,62,15,12,0,1
24,0,165,3,1,0,1031,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,34,13,44,2,1
40,0,152,2,2,1,4450,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,30,9,0,17,0
20,0,153,2,0,0,2901,1,0,0,1,0,0,6,0,0,0,1,0,0,0,0,43,0,0,0,1
25,0,177,3,2,1,1005,1,0,0,1,0,0,3,0,0,0,0,0,0,1,0,77,0,39,0,1
14,0,2,3,2,0,2064,1,0,0,0,0,0,1,2,0,1,1,0,0,1,0,119,25,21,12,0
24,0,72,2,1,0,2,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,14,19,0,1
12,0,269,2,1,1,3857,1,0,0,1,1,0,0,3,0,1,0,1,0,0,0,68,0,9,12,0
17,0,167,2,0,0,202,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,73,14,0,0,1
24,0,201,2,2,1,850,1,0,0,0,0,0,4,3,0,1,1,0,0,0,0,41,0,19,0,1
19,0,53,3,1,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
18,0,246,3,1,0,1308,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,137,2,0,20,0
12,0,91,3,1,0,495,0,0,0,0,1,0,2,6,0,0,1,0,0,0,0,0,0,32,0,1
16,0,311,2,1,0,2308,0,0,0,1,0,0,4,0,0,0,1,0,0,1,0,0,16,6,0,1
11,0,141,2,1,0,1605,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,14,0,0,0
33,0,178,2,2,1,1936,1,0,0,1,0,0,2,8,0,0,1,0,0,0,0,205,5,0,16,0
18,0,275,3,1,1,4171,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
7,0,147,3,0,1,2,1,0,0,1,0,0,5,4,0,1,0,0,0,1,0,110,20,2,0,0
7,0,82,3,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,127,10,0,16,1
15,0,96,4,1,0,2,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,9,0,1
30,0,198,2,2,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,14,6,0,1
29,0,255,2,1,1,3805,1,1,1,1,1,0,0,2,0,0,1,0,1,1,0,36,0,20,6,1
23,0,220,3,2,0,3822,1,0,0,1,1,0,0,5,0,0,0,0,1,0,0,42,1,2,14,0
35,0,139,2,0,0,2,1,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,6,29,0,1
6,0,235,4,1,0,1634,1,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,17,22,25,0
20,0,37,2,1,1,764,1,1,0,1,0,0,0,6,0,1,0,0,0,0,0,62,11,0,0,1
19,0,109,3,0,0,2,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,19,4,0,0
23,0,113,3,1,0,4485,1,0,0,1,0,0,6,1,0,0,0,0,0,0,0,132,0,22,0,0
24,0,211,2,3,0,667,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,16,0,22,21,1
24,0,160,3,1,1,3503,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,37,14,0,0,0
34,0,103,2,1,0,3994,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,38,16,40,0,0
25,0,251,3,2,0,2247,1,0,1,1,0,0,2,4,0,0,0,0,0,0,0,6,0,8,4,0
10,0,260,2,1,0,721,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,38,0,28,0,1
20,0,210,3,1,1,1292,1,1,1,1,0,0,5,0,0,1,1,0,0,0,0,20,19,23,0,0
27,0,119,3,1,0,3633,1,0,0,0,1,0,0,5,0,1,1,0,0,0,0,0,4,50,7,1
22,0,207,3,1,0,1684,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0
28,0,79,3,1,0,3593,1,0,0,0,0,0,0,10,0,0,0,0,1,0,0,139,0,11,3,0
21,0,150,2,1,0,2,1,1,0,0,0,0,0,5,0,0,0,1,1,0,0,88,9,0,0,1
31,0,136,3,1,0,2943,0,0,1,1,0,0,6,9,0,0,1,0,0,0,0,265,8,0,5,1
8,0,159,3,1,0,990,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,15,0,1
23,0,222,3,0,1,3084,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,12,0,39,0,1
15,0,78,3,1,0,1898,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,104,14,0,38,0
16,0,49,2,2,0,724,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,10,12,0,1
41,0,174,2,1,0,2,1,0,0,0,0,0,2,2,0,1,1,0,0,0,0,87,9,1,0,0
18,0,89,3,1,0,2987,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,126,3,27,1,1
41,0,190,2,1,0,1016,1,0,1,0,0,0,7,1,0,1,1,0,0,0,0,125,11,34,6,1
16,0,67,2,2,1,2,1,1,0,0,0,0,1,12,0,1,1,0,0,0,0,101,12,0,0,1
4,0,152,4,2,0,76,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,58,20,40,23,1
34,0,104,3,1,0,1924,1,0,0,1,0,0,1,2,0,0,0,0,1,0,0,29,17,12,2,0
26,0,68,3,1,0,4263,1,0,0,0,0,0,0,5,0,0,1,0,1,0,0,165,0,13,0,0
4,0,211,2,1,1,2,1,0,1,1,0,0,1,2,0,1,1,1,0,1,0,162,11,0,0,0
4,0,24,3,1,0,4377,1,1,1,0,0,0,0,2,0,1,0,0,0,1,0,0,0,14,19,1
25,0,2,2,1,1,1921,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,108,7,0,0,1
13,0,92,4,0,0,849,1,1,1,1,0,0,0,3,0,1,0,0,0,0,0,82,14,15,0,0
30,0,137,4,1,0,3649,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,4,0,0,1
9,0,46,3,1,0,2495,1,1,0,1,0,0,1,2,0,1,1,1,0,0,0,0,5,15,17,0
16,0,228,3,1,0,2,1,0,1,1,0,0,0,2,0,0,1,0,0,0,0,69,0,9,0,0
26,0,192,2,1,0,923,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,10,20,0,0
22,0,95,2,1,0,637,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,145,0,25,41,1
24,0,25,2,2,0,3776,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,17,1,0,0
22,0,129,4,2,1,2,1,1,0,0,1,0,4,0,0,0,1,0,0,1,0,160,16,6,0,1
16,0,143,3,1,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,68,6,0,13,0
14,0,254,2,1,1,2,1,1,0,0,0,0,4,0,0,1,1,0,0,0,0,1,1,0,14,0
20,0,168,3,1,1,2,1,0,0,0,0,0,0,5,0,1,1,0,0,1,0,103,17,0,1,1
19,0,152,2,2,1,3504,1,1,0,1,0,0,2,1,0,0,0,0,0,0,0,73,9,28,31,0
29,0,200,3,1,0,4211,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,31,0,0,0
12,0,61,3,1,1,3389,1,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,15,7,0,1
17,0,294,2,1,0,2,1,0,0,1,0,0,1,4,0,0,1,1,0,1,0,0,2,16,31,1
47,0,278,2,0,0,1847,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,3,11,0,0,0
27,0,47,3,2,0,2,1,0,0,1,1,0,3,2,0,0,0,1,0,0,0,143,3,53,8,1
37,0,289,3,2,0,291,1,1,0,1,0,0,3,0,0,0,1,0,0,0,0,0,7,20,0,1
18,0,261,4,1,0,2,1,0,1,0,0,0,5,0,0,0,0,0,0,1,0,8,36,0,0,0
35,0,125,3,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,69,1,0,0,0
21,0,181,3,1,0,934,1,0,0,0,1,0,0,5,0,0,1,0,0,0,0,2,6,20,0,1
21,0,247,3,2,0,1533,1,0,0,1,0,0,2,3,0,1,1,0,0,1,0,0,1,48,4,1
9,0,167,3,0,0,3072,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,86,0,2,12,0
29,0,171,3,2,1,1350,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,5,20,0,0,1
29,0,91,3,0,0,345,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,19,0,0,1
24,0,199,2,1,0,3668,1,0,0,1,0,0,0,11,0,0,0,0,0,0,0,47,7,34,0,1
22,0,151,2,1,0,2383,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,20,0,0,1
12,0,220,3,2,0,2,1,1,1,1,0,0,0,3,0,1,1,0,0,0,0,34,5,0,0,1
30,0,29,3,0,0,2,1,0,0,1,0,0,0,5,0,1,0,0,0,1,0,34,0,0,5,1
24,0,137,2,1,0,2187,1,0,0,0,0,0,1,4,0,1,1,0,0,1,0,0,14,0,30,0
35,0,211,3,1,0,2,1,0,1,0,0,0,0,2,0,0,1,0,1,0,0,0,18,29,14,1
6,0,182,3,2,0,2260,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,146,16,0,1,1
33,0,310,2,1,1,1699,1,1,0,1,0,0,2,0,0,1,0,0,1,1,0,64,0,0,19,1
21,0,213,3,1,1,1094,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,122,0,25,0,1
39,0,47,3,1,0,254,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,190,0,0,21,0
18,0,303,3,2,0,4193,1,0,0,0,0,0,4,1,0,1,1,0,0,0,0,0,15,6,0,0
11,0,29,3,1,0,1383,1,0,0,1,0,0,2,2,0,1,1,0,1,0,0,105,0,3,0,1
10,0,129,2,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0
21,0,92,3,1,0,2,0,1,0,1,0,0,3,1,0,1,1,0,0,0,0,74,0,2,0,0
12,0,245,3,1,0,2768,1,0,1,0,0,0,4,3,0,1,1,1,0,0,0,11,0,0,18,1
16,0,128,3,1,0,2,1,0,0,1,0,0,0,3,0,1,0,1,0,0,0,0,0,0,25,0
30,0,38,4,1,0,4158,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,5,0,5,1
35,0,59,3,1,0,1605,0,0,0,0,0,0,4,5,0,1,1,0,0,0,0,29,9,21,8,1
11,0,128,3,0,0,106,0,0,0,1,0,0,4,0,0,1,1,0,0,0,0,34,3,0,0,0
27,0,141,3,1,0,2,1,1,0,1,0,0,5,4,0,0,0,0,0,0,0,1,0,12,17,0
14,0,226,3,1,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,112,0,17,13,1
8,0,190,3,1,0,781,1,0,0,1,0,0,0,3,0,1,0,0,1,0,0,0,0,16,10,0
14,0,53,3,1,0,2200,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,50,9,42,0,0
20,0,209,2,1,0,2460,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,10,13,12,1
12,0,195,4,1,0,5882,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3,0,3,9,1
42,0,177,3,2,0,119,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,186,4,25,0,1
21,0,173,2,1,0,2,1,0,0,0,0,0,0,2,0,1,0,0,1,1,0,0,11,1,13,1
23,0,168,3,1,0,3589,1,1,0,1,0,0,3,1,0,0,1,0,0,0,0,99,0,23,0,0
30,0,276,2,1,1,152,1,0,1,1,0,0,0,4,0,1,0,0,0,0,0,0,0,24,0,0
15,0,95,3,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,104,24,0,0,0
23,0,151,3,0,0,2251,1,0,0,1,0,0,1,4,0,0,0,0,0,0,0,174,17,27,0,1
13,0,57,3,1,1,2,1,1,0,0,0,0,2,2,0,1,0,0,0,1,0,82,11,32,0,1
26,0,101,2,0,0,2,1,1,1,1,0,0,3,1,1,0,1,0,0,0,0,0,0,37,0,0
30,0,162,2,2,0,3245,1,1,0,0,0,0,0,12,0,1,0,0,0,1,0,216,0,9,18,1
24,0,157,2,2,0,2201,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,24,0,1
31,0,84,2,1,0,488,1,1,0,1,0,0,2,1,0,1,1,0,0,0,0,0,6,15,0,1
4,0,194,3,1,0,417,1,1,0,1,0,0,2,0,0,1,0,0,0,0,0,7,1,5,15,0
29,0,62,3,1,0,367,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,55,23,26,20,1
21,0,97,4,1,0,490,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,45,0,0,10,0
28,0,326,4,2,0,1464,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,33,4,1
20,0,86,3,0,0,1483,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,3,6,0,0
41,0,80,2,1,0,3553,1,0,0,1,0,0,0,3,0,1,0,0,0,1,0,14,0,9,0,0
28,0,224,3,1,0,4953,1,0,0,1,0,0,6,1,0,1,1,0,0,0,0,0,27,32,5,1
8,0,231,3,1,0,583,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,60,0,20,5,0
15,0,119,2,0,0,3197,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0
4,0,108,2,2,1,3879,1,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,4,8,3,0
18,0,202,2,2,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,78,11,13,2,0
25,0,73,3,1,0,1103,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,11,6,0,0,1
22,0,322,3,1,0,2,1,0,0,1,0,0,0,5,0,0,0,0,1,0,0,119,6,38,0,1
12,0,71,3,2,0,609,1,0,0,1,0,0,0,3,0,0,0,0,0,1,0,65,5,6,0,1
29,0,157,2,1,0,1514,1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,47,0,21,12,1
26,0,85,3,1,1,1593,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,28,0,1
30,0,157,2,1,0,90,1,0,0,1,0,0,0,7,0,0,1,1,0,0,0,0,1,16,0,1
11,0,167,3,1,1,3044,1,0,1,1,0,0,0,7,0,1,0,0,0,1,0,0,9,0,13,1
26,0,179,3,1,0,3670,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,110,8,2,18,0
14,0,158,3,1,0,2,1,0,0,1,0,0,2,0,0,1,1,0,0,1,0,151,1,10,0,0
24,0,133,2,1,0,2,1,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,13,22,0,1
11,0,99,2,1,1,2521,1,0,0,1,1,0,0,5,0,0,0,1,0,1,0,9,7,0,11,1
25,0,150,2,1,0,3496,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,22,4,23,16,0
23,0,54,2,2,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,22,5,14,0,1
29,0,171,2,2,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,34,0,0,16,0
18,0,131,4,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,134,0,36,0,0
23,0,140,2,1,0,1225,0,0,0,0,0,0,4,7,0,0,0,1,0,0,0,52,16,34,4,1
17,0,210,3,1,0,731,1,1,0,1,0,0,4,3,0,1,0,0,0,1,0,30,0,31,13,1
32,0,118,4,1,0,321,0,1,1,1,0,0,3,0,0,0,0,0,0,0,0,26,0,20,3,0
18,0,164,2,0,0,1963,1,1,0,1,0,0,4,0,0,1,0,0,1,1,0,26,0,13,22,0
27,0,307,3,2,0,653,1,1,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,2,1
20,0,107,2,0,0,4693,1,0,1,1,0,0,1,2,0,0,1,0,0,0,0,67,15,44,0,0
25,0,252,4,2,0,894,1,1,1,0,0,0,0,3,0,1,1,0,0,1,0,59,23,16,0,1
10,0,49,3,1,0,2844,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,22,0,1
21,0,146,3,1,1,2922,1,1,1,1,0,0,1,6,0,0,0,0,0,0,0,101,25,23,27,0
22,0,125,3,0,0,2,1,0,0,1,0,0,0,7,0,0,1,0,0,0,0,0,18,0,14,0
31,0,112,3,1,0,2,0,0,0,1,0,0,0,8,0,0,1,0,0,0,0,0,12,39,11,1
20,0,180,3,1,0,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,160,0,28,0,0
21,0,342,4,1,0,2,1,0,0,1,0,0,0,6,0,1,0,1,0,0,0,0,0,12,8,0
10,0,154,4,2,0,2818,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,23,21,1
13,0,191,2,2,0,781,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,184,0,0,0,0
36,0,194,2,1,0,2837,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,26,0
18,0,77,3,1,0,6,1,1,0,1,1,0,0,4,0,0,0,0,0,0,0,0,17,0,0,0
25,0,235,3,0,0,2310,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,57,8,0,16,1
9,0,146,4,1,0,2,1,1,0,1,0,0,4,0,0,0,1,0,0,1,0,20,8,12,14,0
17,0,212,2,2,0,3628,1,0,0,0,0,0,1,9,0,0,1,0,1,1,0,0,18,6,10,0
11,0,102,3,2,1,2670,0,1,0,1,0,0,0,2,0,1,1,0,0,1,0,112,23,0,6,0
24,0,205,2,1,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,156,16,35,22,1
27,0,137,2,1,0,790,1,1,0,1,0,0,5,2,0,0,0,0,0,0,0,27,0,12,10,0
35,0,215,3,1,0,4023,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,23,16,0,1
15,0,122,3,0,1,3369,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,3,0,1
14,0,209,3,1,0,1018,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,19,6,14,1
19,0,15,3,1,0,2,1,0,1,1,0,0,1,7,0,1,1,0,0,0,0,0,0,0,1,0
20,0,51,2,2,0,2,0,1,1,1,0,1,2,13,0,0,0,0,0,1,0,0,2,29,2,0
32,0,75,2,1,1,751,1,0,0,1,1,0,0,8,0,1,1,0,0,1,0,80,11,0,22,0
13,0,115,3,1,0,3315,1,1,1,1,0,0,0,4,0,1,0,0,0,0,0,91,18,11,7,1
33,0,169,3,1,0,2074,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,57,9,26,22,1
22,0,304,2,2,1,3971,1,0,1,0,0,0,1,4,0,1,0,0,1,0,0,35,13,30,3,0
20,0,103,3,1,0,2130,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,4,22,19,10,0
20,0,42,3,2,0,3424,1,0,0,1,0,0,2,0,0,0,1,0,0,1,0,119,8,0,0,1
13,0,183,3,2,0,3105,1,1,0,1,0,0,0,5,0,0,1,0,0,0,0,112,0,9,6,1
15,0,212,2,2,0,3757,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,29,14,6,3,1
28,0,32,3,2,0,6913,1,0,0,1,0,0,0,8,0,1,0,0,1,1,0,108,0,32,11,1
7,0,254,3,1,0,2,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,50,0,13,0,0
27,0,204,3,0,0,5209,1,0,0,1,0,0,1,2,0,0,0,0,1,0,0,67,0,13,0,0
34,0,197,3,1,0,1312,1,0,0,1,0,0,2,1,0,0,1,0,0,1,0,0,7,38,0,0
5,0,118,3,1,0,5138,1,0,1,1,0,0,0,6,0,0,0,0,0,0,0,71,0,6,0,1
31,0,275,3,1,0,2,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,29,19,14,1
21,0,306,3,1,0,3874,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,9,4,0,0,1
25,0,152,2,1,0,2,1,0,0,1,0,0,0,7,0,1,0,0,1,1,0,0,17,14,0,0
21,0,324,4,1,0,2,1,1,1,1,1,0,2,0,0,0,1,0,0,1,0,0,0,0,8,0
32,0,11,3,1,0,26,1,0,0,1,0,0,0,4,0,0,1,0,0,0,0,121,9,22,0,1
6,0,30,3,2,0,2,1,0,0,1,0,0,1,4,0,0,0,0,0,0,0,201,3,10,6,0
28,0,188,3,1,0,2418,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,29,31,14,1
15,0,137,2,1,0,461,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,66,18,0,0,1
17,0,122,3,1,1,1683,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,15,8,1
33,0,248,3,2,0,566,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,52,16,0,0,1
27,0,24,2,2,0,2,1,0,0,1,0,0,1,7,0,0,0,0,0,0,0,58,9,13,5,0
41,0,206,2,1,0,2420,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,76,0,7,0,0
37,0,153,3,1,0,929,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,24,0,17,17,1
28,0,159,2,2,0,4215,0,1,0,1,0,0,1,5,0,0,0,1,0,0,0,0,0,42,0,0
13,0,171,2,1,0,400,1,0,0,1,0,0,5,3,0,1,1,0,0,0,0,191,18,13,33,1
27,0,86,3,1,0,1642,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,69,0,0,0,0
27,0,117,3,1,1,2,1,1,0,1,0,0,4,3,0,0,0,1,0,0,0,0,12,0,6,0
26,0,128,2,2,0,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,120,16,0,0,1
12,0,2,4,0,1,3377,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,50,0,5,14,1
24,0,214,3,1,0,147,1,0,0,1,0,0,1,3,0,1,1,0,0,0,0,0,11,0,5,1
31,0,84,3,1,0,4407,1,0,1,1,0,0,0,3,0,1,0,0,0,0,0,0,10,3,17,1
39,0,81,3,2,0,2,0,0,1,1,0,0,0,6,0,0,0,0,1,0,0,6,19,30,0,0
38,0,263,3,2,0,2775,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,23,5,0,0
32,0,247,4,1,0,154,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,82,0,45,9,0
37,0,236,2,1,0,2023,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,78,5,2,0,0
20,0,112,3,1,0,3612,1,0,0,1,0,0,4,4,0,1,1,0,0,0,0,0,0,0,4,1
23,0,215,2,1,1,2963,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,17,0,2,5,1
